player_id,draft_year,name,page_start,page_end,rank,rank_range,grade,position,handedness,height_text,height_cm,weight_kg,birth_date,shades_of,badges,profile_summary,profile_text_chars,extraction_warnings,source,source_id,source_url
2025-202-jacob-kvasnicka,2025,Jacob Kvasnicka,1550,1550,,,D,RW,R,5’11.25”,181,79,2007-08-10,,,"A pacey winger who supports skilled players effectively and flashes of playmaking, he could become a bottom-six piece with improved physicality and defensive stick work.",1246,,eliteprospects_pdf,2025-ep-pdf-page-1550,Draft25.pdf#page=1550
2025-127-aiden-foster,2025,Aiden Foster,1564,1564,,,D,LW,L,6’2”,188,83,2007-02-05,,,"A glove-dropping, hard-hitting winger steadily learning how to leverage physicalty into offensive impact.",1148,,eliteprospects_pdf,2025-ep-pdf-page-1564,Draft25.pdf#page=1564
2025-123-carter-klippenstein,2025,Carter Klippenstein,1567,1567,,,D,LWC,L,6’2.5”,189,82,2006-11-25,,,"A hard-hitting power forward with flashes of vision and scoring sense, waiting to be unlocked by another layer of skill.",1121,,eliteprospects_pdf,2025-ep-pdf-page-1567,Draft25.pdf#page=1567
2025-157-luke-vlooswyk,2025,Luke Vlooswyk,1586,1586,,,D,D,R,6’4.5”,194,91,2007-01-09,,,"A big defenceman with an edge and in-motion stopping ability, but puck skills must improve.",1304,,eliteprospects_pdf,2025-ep-pdf-page-1586,Draft25.pdf#page=1586
2025-182-reko-alanko,2025,Reko Alanko,1614,1614,,,F,D,R,6’5”,196,91,2007-07-15,,,A towering yet very raw defenceman who flashed impressive poise with the puck towards the end of the season; an intriguing player to keep an eye in the upcoming years.,1945,,eliteprospects_pdf,2025-ep-pdf-page-1614,Draft25.pdf#page=1614
2025-146-atte-joki,2025,Atte Joki,1618,1618,,,F,C,L,6’0.5”,184,86,2007-07-21,,,A hard-working two-way centre who brings the fire on the forecheck; lack of higher-end offensive skill limits the upside.,1926,,eliteprospects_pdf,2025-ep-pdf-page-1618,Draft25.pdf#page=1618
2025-109-brent-solomon,2025,Brent Solomon,1650,1650,,,F,RW,R,5’11.75”,182,78,2007-01-02,,,"Pinpoint shot placements and activations into high danger areas are the name of his game, filling nets across his entire high school career. Pace is the next step.",1676,,eliteprospects_pdf,2025-ep-pdf-page-1650,Draft25.pdf#page=1650
2025-198-jeremy-loranger,2025,Jérémy Loranger,1655,1655,,,F,LWRW,R,5’9”,175,73,2007-06-15,,,"The BCHL’s top scorer and MVP; his motor and pace of play are unmatched in the BCHL. Undersized, but his vision, shooting, and handling skill could translate.",1543,,eliteprospects_pdf,2025-ep-pdf-page-1655,Draft25.pdf#page=1655
2025-175-gabriel-chiarot,2025,Gabe Chiarot,1661,1661,,,F,RW,R,5’11”,180,87,2006-09-17,,,"A tireless, unrelenting checker whose finishing ability hints at higher potential, but must leverage his puck skills more to improve his NHL odds.",1624,,eliteprospects_pdf,2025-ep-pdf-page-1661,Draft25.pdf#page=1661
2025-212-grant-spada,2025,Grant Spada,1679,1679,,,F,D,L,6’4.25”,194,84,2007-06-24,,,"An assertive, physical blueliner who makes up for a lack of an offensive dimension with quality shutdown ability. Improving footspeed will be critical to increasing defensive efficiency.",1287,,eliteprospects_pdf,2025-ep-pdf-page-1679,Draft25.pdf#page=1679
2025-172-will-murphy,2025,Will Murphy,1690,1690,,,F,D,L,6’3.5”,192,95,2007-08-24,,,"A mean, physical defenceman who loves to lay the body. With improved edgework, could become a third-pair crusher.",1102,,eliteprospects_pdf,2025-ep-pdf-page-1690,Draft25.pdf#page=1690
2025-110-yegor-borikov,2025,Yegor Borikov,1692,1692,,,F,RWLW,R,6’1”,185,82,2005-08-28,,,"With NHL-calibre skating and shooting, he could become effective depth — if the motor and forechecking improves.",1687,,eliteprospects_pdf,2025-ep-pdf-page-1692,Draft25.pdf#page=1692
2025-149-dmitri-isayev,2025,Dmitri Isayev,1694,1694,,,F,LW,R,5’9”,175,67,2007-06-26,,,A hard-working winger that has the checking game to grow into a professional player and looks to do his playmaking from the point.,1380,,eliteprospects_pdf,2025-ep-pdf-page-1694,Draft25.pdf#page=1694
2025-143-wilson-bjorck,2025,Wilson Björck,1708,1708,,,F,LWC,L,6’0”,183,74,2006-01-13,,,"A quick and versatile forward who had a big breakout year in the J20 ranks; showed more offensive ability than in the past, but also played in a very favourable environment.",2114,,eliteprospects_pdf,2025-ep-pdf-page-1708,Draft25.pdf#page=1708
2025-173-victor-hedin-raftheim,2025,Victor Hedin Raftheim,1722,1722,,,F,D,L,6’4”,193,85,2007-08-19,,,"A lanky defenceman with projectable skating ability; a lot of rawness and uncertainty around the projection, but more offensive flashes than the production would suggest.",1868,,eliteprospects_pdf,2025-ep-pdf-page-1722,Draft25.pdf#page=1722
2025-214-nolan-roed,2025,Nolan Roed,1747,1747,,,F,C,L,5’11”,180,84,2005-10-25,,,"One of the USHL’s most productive players, but he does it through clever off-puck creation in lieu of dynamic skill.",1105,,eliteprospects_pdf,2025-ep-pdf-page-1747,Draft25.pdf#page=1747
2025-128-shea-busch,2025,Shea Busch,1760,1760,,,F,LW,L,6’1.75”,187,94,2007-06-12,,,"Joining Everett midseason, he enjoyed a breakout run in the WHL with his net-front skills and physical ability.",1103,,eliteprospects_pdf,2025-ep-pdf-page-1760,Draft25.pdf#page=1760
2025-197-brendan-dunphy,2025,Brendan Dunphy,1764,1764,,,F,D,L,6’5”,196,94,2006-02-02,,,A rangy and active defenceman who thrives in battles and can surprise with his offensive touch in moments.,1197,,eliteprospects_pdf,2025-ep-pdf-page-1764,Draft25.pdf#page=1764
